user_id,area_id
100001,1
100002,1
100003,1
100004,1
100005,1
100006,1
100007,1
100008,1
100009,1
100010,1
100021,2
100022,2
100023,2
100024,2
100025,2
100026,2
100027,2
100028,2
100029,2
100030,2
100036,3
100037,3
100038,3
100039,3
100040,3
100041,3
100042,3
100043,3
100044,3
100045,3
100096,4
100097,4
100098,4
100099,4
100100,4
100101,4
100102,4
100103,4
100104,4
100105,4
100156,5
100157,5
100158,5
100159,5
100160,5
100161,5
100162,5
100163,5
100164,5
100165,5
100166,5
100167,5
100168,5
100169,5
100170,5
100171,5
100172,5
100173,5
100174,5
100175,5
100176,5
100177,5
100178,5
100179,5
100180,5
100181,5
100182,5
100183,5
100184,5
100185,5
100186,5
100187,5
100188,5
100189,5
100190,5
100191,5
100192,5
100193,5
100194,5
100195,5
100196,5
100197,5
100198,5
100199,5
100200,5
100201,5
100202,5
100203,5
100204,5
100205,5
100206,5
100207,5
100208,5
100209,5
100210,5
100211,5
100212,5
100213,5
100214,5
100215,5
100216,5
100217,5
100218,5
100219,5
100220,5
100221,5
100222,5
100223,5
100224,5
100225,5
100226,5
100227,5
100228,5
100229,5
100230,5
100231,5
100232,5
100233,5
100234,5
100235,5
100236,5
100237,5
100238,5
100239,5
100240,5
100241,5
100242,5
100243,5
100244,5
100245,5
100246,5
100247,5
100248,5
100249,5
100250,5
100251,5
100252,5
100253,5
100254,5
100255,5
100756,6
100757,6
100758,6
100759,6
100760,6
100761,6
100762,6
100763,6
100764,6
100765,6
100766,6
100767,6
100768,6
100769,6
100770,6
100771,6
100772,6
100773,6
100774,6
100775,6
100776,6
100777,6
100778,6
100779,6
100780,6
100781,6
100782,6
100783,6
100784,6
100785,6
100786,6
100787,6
100788,6
100789,6
100790,6
100791,6
100792,6
100793,6
100794,6
100795,6
100796,6
100797,6
100798,6
100799,6
100800,6
100801,6
100802,6
100803,6
100804,6
100805,6
100806,6
100807,6
100808,6
100809,6
100810,6
100811,6
100812,6
100813,6
100814,6
100815,6
100816,6
100817,6
100818,6
100819,6
100820,6
100821,6
100822,6
100823,6
100824,6
100825,6
100826,6
100827,6
100828,6
100829,6
100830,6
100831,6
100832,6
100833,6
100834,6
100835,6
100836,6
100837,6
100838,6
100839,6
100840,6
100841,6
100842,6
100843,6
100844,6
100845,6
100846,6
100847,6
100848,6
100849,6
100850,6
100851,6
100852,6
100853,6
100854,6
100855,6
101356,7
101357,7
101358,7
101359,7
101360,7
101361,7
101362,7
101363,7
101364,7
101365,7
101366,7
101367,7
101368,7
101369,7
101370,7
101371,7
101372,7
101373,7
101374,7
101375,7
101376,7
101377,7
101378,7
101379,7
101380,7
101381,7
101382,7
101383,7
101384,7
101385,7
101386,7
101387,7
101388,7
101389,7
101390,7
101391,7
101392,7
101393,7
101394,7
101395,7
101396,7
101397,7
101398,7
101399,7
101400,7
101401,7
101402,7
101403,7
101404,7
101405,7
101406,7
101407,7
101408,7
101409,7
101410,7
101411,7
101412,7
101413,7
101414,7
101415,7
101416,7
101417,7
101418,7
101419,7
101420,7
101421,7
101422,7
101423,7
101424,7
101425,7
101426,7
101427,7
101428,7
101429,7
101430,7
101431,7
101432,7
101433,7
101434,7
101435,7
101436,7
101437,7
101438,7
101439,7
101440,7
101441,7
101442,7
101443,7
101444,7
101445,7
101446,7
101447,7
101448,7
101449,7
101450,7
101451,7
101452,7
101453,7
101454,7
101455,7
101456,7
101457,7
101458,7
101459,7
101460,7
101461,7
101462,7
101463,7
101464,7
101465,7
101466,7
101467,7
101468,7
101469,7
101470,7
101471,7
101472,7
101473,7
101474,7
101475,7
101476,7
101477,7
101478,7
101479,7
101480,7
101481,7
101482,7
101483,7
101484,7
101485,7
101486,7
101487,7
101488,7
101489,7
101490,7
101491,7
101492,7
101493,7
101494,7
101495,7
101496,7
101497,7
101498,7
101499,7
101500,7
101501,7
101502,7
101503,7
101504,7
101505,7
101506,7
101507,7
101508,7
101509,7
101510,7
101511,7
101512,7
101513,7
101514,7
101515,7
101516,7
101517,7
101518,7
101519,7
101520,7
101521,7
101522,7
101523,7
101524,7
101525,7
101526,7
101527,7
101528,7
101529,7
101530,7
101531,7
101532,7
101533,7
101534,7
101535,7
101536,7
101537,7
101538,7
101539,7
101540,7
101541,7
101542,7
101543,7
101544,7
101545,7
101546,7
101547,7
101548,7
101549,7
101550,7
101551,7
101552,7
101553,7
101554,7
101555,7
101556,7
101557,7
101558,7
101559,7
101560,7
101561,7
101562,7
101563,7
101564,7
101565,7
101566,7
101567,7
101568,7
101569,7
101570,7
101571,7
101572,7
101573,7
101574,7
101575,7
101576,7
101577,7
101578,7
101579,7
101580,7
101581,7
101582,7
101583,7
101584,7
101585,7
101586,7
101587,7
101588,7
101589,7
101590,7
101591,7
101592,7
101593,7
101594,7
101595,7
101596,7
101597,7
101598,7
101599,7
101600,7
101601,7
101602,7
101603,7
101604,7
101605,7
101606,7
101607,7
101608,7
101609,7
101610,7
101611,7
101612,7
101613,7
101614,7
101615,7
101616,7
101617,7
101618,7
101619,7
101620,7
101621,7
101622,7
101623,7
101624,7
101625,7
101626,7
101627,7
101628,7
101629,7
101630,7
101631,7
101632,7
101633,7
101634,7
101635,7
101636,7
101637,7
101638,7
101639,7
101640,7
101641,7
101642,7
101643,7
101644,7
101645,7
101646,7
101647,7
101648,7
101649,7
101650,7
101651,7
101652,7
101653,7
101654,7
101655,7
101656,7
101657,7
101658,7
101659,7
101660,7
101661,7
101662,7
101663,7
101664,7
101665,7
101666,7
101667,7
101668,7
101669,7
101670,7
101671,7
101672,7
101673,7
101674,7
101675,7
101676,7
101677,7
101678,7
101679,7
101680,7
101681,7
101682,7
101683,7
101684,7
101685,7
101686,7
101687,7
101688,7
101689,7
101690,7
101691,7
101692,7
101693,7
101694,7
101695,7
101696,7
101697,7
101698,7
101699,7
101700,7
101701,7
101702,7
101703,7
101704,7
101705,7
101706,7
101707,7
101708,7
101709,7
101710,7
101711,7
101712,7
101713,7
101714,7
101715,7
101716,7
101717,7
101718,7
101719,7
101720,7
101721,7
101722,7
101723,7
101724,7
101725,7
101726,7
101727,7
101728,7
101729,7
101730,7
101731,7
101732,7
101733,7
101734,7
101735,7
101736,7
101737,7
101738,7
101739,7
101740,7
101741,7
101742,7
101743,7
101744,7
101745,7
101746,7
101747,7
101748,7
101749,7
101750,7
101751,7
101752,7
101753,7
101754,7
101755,7
101756,7
101757,7
101758,7
101759,7
101760,7
101761,7
101762,7
101763,7
101764,7
101765,7
101766,7
101767,7
101768,7
101769,7
101770,7
101771,7
101772,7
101773,7
101774,7
101775,7
101776,7
101777,7
101778,7
101779,7
101780,7
101781,7
101782,7
101783,7
101784,7
101785,7
101786,7
101787,7
101788,7
101789,7
101790,7
101791,7
101792,7
101793,7
101794,7
101795,7
101796,7
101797,7
101798,7
101799,7
101800,7
101801,7
101802,7
101803,7
101804,7
101805,7
101806,7
101807,7
101808,7
101809,7
101810,7
101811,7
101812,7
101813,7
101814,7
101815,7
101816,7
101817,7
101818,7
101819,7
101820,7
101821,7
101822,7
101823,7
101824,7
101825,7
101826,7
101827,7
101828,7
101829,7
101830,7
101831,7
101832,7
101833,7
101834,7
101835,7
101836,7
101837,7
101838,7
101839,7
101840,7
101841,7
101842,7
101843,7
101844,7
101845,7
101846,7
101847,7
101848,7
101849,7
101850,7
101851,7
101852,7
101853,7
101854,7
101855,7
101856,7
101857,7
101858,7
101859,7
101860,7
101861,7
101862,7
101863,7
101864,7
101865,7
101866,7
101867,7
101868,7
101869,7
101870,7
101871,7
101872,7
101873,7
101874,7
101875,7
101876,7
101877,7
101878,7
101879,7
101880,7
101881,7
101882,7
101883,7
101884,7
101885,7
101886,7
101887,7
101888,7
101889,7
101890,7
101891,7
101892,7
101893,7
101894,7
101895,7
101896,7
101897,7
101898,7
101899,7
101900,7
101901,7
101902,7
101903,7
101904,7
101905,7
101906,7
101907,7
101908,7
101909,7
101910,7
101911,7
101912,7
101913,7
101914,7
101915,7
101916,7
101917,7
101918,7
101919,7
101920,7
101921,7
101922,7
101923,7
101924,7
101925,7
101926,7
101927,7
101928,7
101929,7
101930,7
101931,7
101932,7
101933,7
101934,7
101935,7
101936,7
101937,7
101938,7
101939,7
101940,7
101941,7
101942,7
101943,7
101944,7
101945,7
101946,7
101947,7
101948,7
101949,7
101950,7
101951,7
101952,7
101953,7
101954,7
101955,7
101956,7
101957,7
101958,7
101959,7
101960,7
101961,7
101962,7
101963,7
101964,7
101965,7
101966,7
101967,7
101968,7
101969,7
101970,7
101971,7
101972,7
101973,7
101974,7
101975,7
101976,7
101977,7
101978,7
101979,7
101980,7
101981,7
101982,7
101983,7
101984,7
101985,7
101986,7
101987,7
101988,7
101989,7
101990,7
101991,7
101992,7
101993,7
101994,7
101995,7
101996,7
101997,7
101998,7
101999,7
102000,7
102001,7
102002,7
102003,7
102004,7
102005,7
102006,7
102007,7
102008,7
102009,7
102010,7
102011,7
102012,7
102013,7
102014,7
102015,7
102016,7
102017,7
102018,7
102019,7
102020,7
102021,7
102022,7
102023,7
102024,7
102025,7
102026,7
102027,7
102028,7
102029,7
102030,7
102031,7
102032,7
102033,7
102034,7
102035,7
102036,7
102037,7
102038,7
102039,7
102040,7
102041,7
102042,7
102043,7
102044,7
102045,7
102046,7
102047,7
102048,7
102049,7
102050,7
102051,7
102052,7
102053,7
102054,7
102055,7
102056,7
102057,7
102058,7
102059,7
102060,7
102061,7
102062,7
102063,7
102064,7
102065,7
102066,7
102067,7
102068,7
102069,7
102070,7
102071,7
102072,7
102073,7
102074,7
102075,7
102076,7
102077,7
102078,7
102079,7
102080,7
102081,7
102082,7
102083,7
102084,7
102085,7
102086,7
102087,7
102088,7
102089,7
102090,7
102091,7
102092,7
102093,7
102094,7
102095,7
102096,7
102097,7
102098,7
102099,7
102100,7
102101,7
102102,7
102103,7
102104,7
102105,7
102106,7
102107,7
102108,7
102109,7
102110,7
102111,7
102112,7
102113,7
102114,7
102115,7
102116,7
102117,7
102118,7
102119,7
102120,7
102121,7
102122,7
102123,7
102124,7
102125,7
102126,7
102127,7
102128,7
102129,7
102130,7
102131,7
102132,7
102133,7
102134,7
102135,7
102136,7
102137,7
102138,7
102139,7
102140,7
102141,7
102142,7
102143,7
102144,7
102145,7
102146,7
102147,7
102148,7
102149,7
102150,7
102151,7
102152,7
102153,7
102154,7
102155,7
102156,7
102157,7
102158,7
102159,7
102160,7
102161,7
102162,7
102163,7
102164,7
102165,7
102166,7
102167,7
102168,7
102169,7
102170,7
102171,7
102172,7
102173,7
102174,7
102175,7
102176,7
102177,7
102178,7
102179,7
102180,7
102181,7
102182,7
102183,7
102184,7
102185,7
102186,7
102187,7
102188,7
102189,7
102190,7
102191,7
102192,7
102193,7
102194,7
102195,7
102196,7
102197,7
102198,7
102199,7
102200,7
102201,7
102202,7
102203,7
102204,7
102205,7
102206,7
102207,7
102208,7
102209,7
102210,7
102211,7
102212,7
102213,7
102214,7
102215,7
102216,7
102217,7
102218,7
102219,7
102220,7
102221,7
102222,7
102223,7
102224,7
102225,7
102226,7
102227,7
102228,7
102229,7
102230,7
102231,7
102232,7
102233,7
102234,7
102235,7
102236,7
102237,7
102238,7
102239,7
102240,7
102241,7
102242,7
102243,7
102244,7
102245,7
102246,7
102247,7
102248,7
102249,7
102250,7
102251,7
102252,7
102253,7
102254,7
102255,7
102256,7
102257,7
102258,7
102259,7
102260,7
102261,7
102262,7
102263,7
102264,7
102265,7
102266,7
102267,7
102268,7
102269,7
102270,7
102271,7
102272,7
102273,7
102274,7
102275,7
102276,7
102277,7
102278,7
102279,7
102280,7
102281,7
102282,7
102283,7
102284,7
102285,7
102286,7
102287,7
102288,7
102289,7
102290,7
102291,7
102292,7
102293,7
102294,7
102295,7
102296,7
102297,7
102298,7
102299,7
102300,7
102301,7
102302,7
102303,7
102304,7
102305,7
102306,7
102307,7
102308,7
102309,7
102310,7
102311,7
102312,7
102313,7
102314,7
102315,7
102316,7
102317,7
102318,7
102319,7
102320,7
102321,7
102322,7
102323,7
102324,7
102325,7
102326,7
102327,7
102328,7
102329,7
102330,7
102331,7
102332,7
102333,7
102334,7
102335,7
102336,7
102337,7
102338,7
102339,7
102340,7
102341,7
102342,7
102343,7
102344,7
102345,7
102346,7
102347,7
102348,7
102349,7
102350,7
102351,7
102352,7
102353,7
102354,7
102355,7
